"fold","policies","claim_rows","observed_claims","predicted_claims","frequency_gini","frequency_mae","frequency_rmse","frequency_poisson_deviance","raw_severity_mae","raw_severity_rmse","raw_severity_gamma_deviance","capped_severity_mae","capped_severity_rmse","capped_severity_gamma_deviance","raw_pp_gini","raw_pp_mae","raw_pp_rmse","raw_pp_observed_loss_cost","raw_pp_predicted_loss_cost","raw_pp_calibration_gap","capped_pp_gini","capped_pp_mae","capped_pp_rmse","capped_pp_observed_loss_cost","capped_pp_predicted_loss_cost","capped_pp_calibration_gap","bad_prediction_count","parameter_count","frequency_aic","severity_aic","capped_severity_aic","frequency_bic","severity_bic","capped_severity_bic","max_abs_coefficient","policy_leakage_count"
1,110179,4303,4303,4312.20204715309,0.175730019651532,0.132334277469175,0.48829580527595,0.25123452417228,2117.03644030493,23502.7253056435,1.8529551005006,1233.22793813356,3313.05600020875,1.14087811875263,0.336321850480012,284.274315912211,10001.3430438284,161.710716456442,135.813697737652,-0.160144109718082,0.208572225822404,218.415825510566,2872.87646745057,114.537600613732,115.225116299443,0.0060025326358067,0,,,,,,,,,0
2,110178,4312,4312,4309.29599831494,0.178001216147218,0.13237090061496,0.470662375285588,0.250357928718443,1658.7817588795,9012.23776256288,1.68896723030279,1255.87007284531,3658.01572884457,1.25984787372098,0.0921874807850127,248.365744228582,8401.40083367448,144.925443892339,114.922836611746,-0.207020979027539,0.158973096993549,218.842000672309,2773.58669310037,120.815403835505,108.880017043351,-0.0987902735350237,0,,,,,,,,,0
3,110178,4326,4326,4310.41690187663,0.191338006248154,0.13252308004244,0.464413847646059,0.251350817665595,1676.50976162179,6525.14974421442,1.35832595213412,1172.21926936538,3052.35213337617,1.12695326174444,0.201873369934307,254.143762917361,3437.03121184857,124.963620134835,143.215540071155,0.146057868014918,0.182291864620816,212.785087215677,1953.71052423973,110.741277583998,113.318201301506,0.023269766917335,0,,,,,,,,,0
