"fold","policies","claim_rows","observed_claims","predicted_claims","frequency_gini","frequency_mae","frequency_rmse","frequency_poisson_deviance","raw_severity_mae","raw_severity_rmse","raw_severity_gamma_deviance","capped_severity_mae","capped_severity_rmse","capped_severity_gamma_deviance","raw_pp_gini","raw_pp_mae","raw_pp_rmse","raw_pp_observed_loss_cost","raw_pp_predicted_loss_cost","raw_pp_calibration_gap","capped_pp_gini","capped_pp_mae","capped_pp_rmse","capped_pp_observed_loss_cost","capped_pp_predicted_loss_cost","capped_pp_calibration_gap","bad_prediction_count","parameter_count","frequency_aic","severity_aic","capped_severity_aic","frequency_bic","severity_bic","capped_severity_bic","max_abs_coefficient","policy_leakage_count"
1,110179,4303,4303,4313.43319513742,0.175874810141808,0.132354189812529,0.488296217199728,0.251230313783599,2118.15260854811,23502.7858011084,1.85362266690464,1231.24657944559,3313.84233842695,1.14273270388459,0.339685787695801,284.374878207431,10001.3514029546,161.710716456442,135.923029020681,-0.159468017957282,0.206021286375795,218.247303320151,2872.88390852963,114.537600613732,115.021685408495,0.00422642688662088,0,,,,,,,,,0
2,110178,4312,4312,4310.691576523,0.17768696734416,0.132394217356082,0.470664016619638,0.250368567258374,1690.0068367183,9009.08774935986,1.66479375993715,1268.30630464062,3656.76082116865,1.25551794089706,0.0965148165450951,251.38435356823,8401.37901602311,144.925443892339,118.242188640057,-0.184117119365903,0.161961183560974,220.138827420139,2773.57558446728,120.815403835505,110.264629374423,-0.0873297123225101,0,,,,,,,,,0
3,110178,4326,4326,4309.41447768912,0.192159332988271,0.132508538357244,0.464414933558773,0.251341433901678,1682.06985238333,6525.14699918935,1.3585923997154,1179.19254497153,3050.25467583694,1.12191439905449,0.208604642316766,254.463289907726,3437.0125954965,124.963620134835,143.566723457742,0.148868153009934,0.190286943381074,213.555967943357,1953.68487068912,110.741277583998,114.158963980385,0.0308619014603163,0,,,,,,,,,0
