"fold","policies","claim_rows","observed_claims","predicted_claims","frequency_gini","frequency_mae","frequency_rmse","frequency_poisson_deviance","raw_severity_mae","raw_severity_rmse","raw_severity_gamma_deviance","capped_severity_mae","capped_severity_rmse","capped_severity_gamma_deviance","raw_pp_gini","raw_pp_mae","raw_pp_rmse","raw_pp_observed_loss_cost","raw_pp_predicted_loss_cost","raw_pp_calibration_gap","capped_pp_gini","capped_pp_mae","capped_pp_rmse","capped_pp_observed_loss_cost","capped_pp_predicted_loss_cost","capped_pp_calibration_gap","bad_prediction_count","parameter_count","frequency_aic","severity_aic","capped_severity_aic","frequency_bic","severity_bic","capped_severity_bic","max_abs_coefficient","policy_leakage_count"
1,110179,4303,4303,4309.23099094894,0.176492300023045,0.132319161163536,0.488306667668358,0.25124840948652,2113.04184564798,23503.107176372,1.85769716461297,1228.85220786225,3314.5904146007,1.14459159997947,0.334964514758032,283.718829950313,10001.359624404,161.710716456442,135.175424516914,-0.164091116043477,0.205303353037257,218.010354962608,2872.88182460617,114.537600613732,114.729371031667,0.00167430098855925,0,,,,,,,,,0
2,110178,4312,4312,4305.09874982515,0.178874985711512,0.132337911348581,0.470673261444585,0.25039303996859,1658.0942176173,9013.76481547635,1.69575652677423,1257.34901191633,3657.90015304629,1.25968178038814,0.0842980014228074,248.094926768764,8401.39757025851,144.925443892339,114.593267933171,-0.209295035740592,0.16076714857676,218.828066664139,2773.59115936327,120.815403835505,108.807124544462,-0.0993936113261903,0,,,,,,,,,0
3,110178,4326,4326,4302.72245998576,0.19082826995862,0.132450878513149,0.464446608946262,0.251495423528852,1644.82664139144,6530.39163224124,1.37175100604855,1181.59092603779,3047.34957806019,1.11491302923702,0.182379155583114,250.631228696391,3437.06241952174,124.963620134835,139.369416780865,0.11527992411301,0.196275824006088,213.688128274315,1953.68450654498,110.741277583998,114.256968345422,0.0317468864196294,0,,,,,,,,,0
