"fold","policies","claim_rows","observed_claims","predicted_claims","frequency_gini","frequency_mae","frequency_rmse","frequency_poisson_deviance","raw_severity_mae","raw_severity_rmse","raw_severity_gamma_deviance","capped_severity_mae","capped_severity_rmse","capped_severity_gamma_deviance","raw_pp_gini","raw_pp_mae","raw_pp_rmse","raw_pp_observed_loss_cost","raw_pp_predicted_loss_cost","raw_pp_calibration_gap","capped_pp_gini","capped_pp_mae","capped_pp_rmse","capped_pp_observed_loss_cost","capped_pp_predicted_loss_cost","capped_pp_calibration_gap","bad_prediction_count","parameter_count","frequency_aic","severity_aic","capped_severity_aic","frequency_bic","severity_bic","capped_severity_bic","max_abs_coefficient","policy_leakage_count"
1,110179,4303,4303,4312.60340989075,0.176000697112568,0.132344520677044,0.48828957552374,0.251205488934291,2118.08817355433,23502.5680185271,1.85097154998129,1241.56117358465,3314.15530028186,1.14350853838009,0.336223846313357,284.361257747702,10001.3036451376,161.710716456442,135.912701791035,-0.159531880327521,0.206386356755864,219.185747407915,2872.87454578424,114.537600613732,116.055258604168,0.0132503036758528,0,,,,,,,,,0
2,110178,4312,4312,4308.60120965234,0.178431371544435,0.132365821128947,0.470657752808287,0.250347613714107,1669.78261676197,9010.70258046686,1.6771075597361,1255.26053165457,3659.9320743109,1.26630068621774,0.0905189444363081,249.543385183461,8401.39588625177,144.925443892339,116.209983732326,-0.198139535672876,0.15313160428498,218.63992358683,2773.59092095081,120.815403835505,108.663033837845,-0.100586263107696,0,,,,,,,,,0
3,110178,4326,4326,4307.25442704794,0.190928546338736,0.132492126629069,0.464426175633758,0.251409369955546,1679.41399153603,6525.74175361179,1.36058640811811,1187.06856508232,3048.91582566525,1.1186286066137,0.201302771713539,254.315727603997,3437.03530871087,124.963620134835,143.371383446119,0.147304977972173,0.191852477087085,214.463816195654,1953.70106924341,110.741277583998,115.109456257261,0.0394449004794076,0,,,,,,,,,0
