"model_id","seed","component","Feature","Gain","Cover","Frequency","rank"
"lightgbm_best_191",20260431,"severity","DriverAge",0.135009624277374,0.143617201179075,0.140401146131805,4
"lightgbm_best_191",20260431,"severity","Region",0.0885484863629223,0.123328103983412,0.108882521489971,5
"lightgbm_best_191",20260431,"severity","Brand",0.0799895714372191,0.0957959668963938,0.103151862464183,6
"lightgbm_best_191",20260431,"severity","Gas",0.0422206154350686,0.0400409502327191,0.0458452722063037,7
"lightgbm_best_191",20260431,"capped_severity","logDensity",0.319808378778714,0.285286983061988,0.283018867924528,1
"lightgbm_best_191",20260431,"capped_severity","DriverAge",0.232039879092997,0.23066510697906,0.220754716981132,2
"lightgbm_best_191",20260431,"capped_severity","Power",0.138087669363592,0.132453595768669,0.120754716981132,3
"lightgbm_best_191",20260431,"capped_severity","CarAge",0.113791403313625,0.120746990578424,0.139622641509434,4
"lightgbm_best_191",20260431,"capped_severity","Region",0.097181104222167,0.103560870930427,0.109433962264151,5
"lightgbm_best_191",20260431,"capped_severity","Brand",0.0659448213721023,0.0878023860617291,0.0735849056603774,6
"lightgbm_best_191",20260431,"capped_severity","Gas",0.0331467438568025,0.0394840666197025,0.0528301886792453,7
"lightgbm_best_191",20260439,"frequency","DriverAge",0.380536844836081,0.270025153981018,0.214942528735632,1
"lightgbm_best_191",20260439,"frequency","logDensity",0.274164162717898,0.231680750832755,0.223371647509579,2
"lightgbm_best_191",20260439,"frequency","CarAge",0.0861712936270938,0.132256149656991,0.142145593869732,3
"lightgbm_best_191",20260439,"frequency","Power",0.0772547160077563,0.100523929290845,0.130651340996169,4
"lightgbm_best_191",20260439,"frequency","Region",0.0742212089388903,0.103764325029731,0.130651340996169,5
"lightgbm_best_191",20260439,"frequency","Brand",0.0647015424609437,0.0935805326302787,0.108429118773946,6
"lightgbm_best_191",20260439,"frequency","Gas",0.0429502314113372,0.06816915857838,0.0498084291187739,7
"lightgbm_best_191",20260439,"severity","DriverAge",0.287601523159459,0.261446369386987,0.220454545454545,1
"lightgbm_best_191",20260439,"severity","logDensity",0.269393031893835,0.208162082814354,0.245454545454545,2
"lightgbm_best_191",20260439,"severity","CarAge",0.148737345655723,0.163370189811372,0.179545454545455,3
"lightgbm_best_191",20260439,"severity","Region",0.107994038678257,0.12265056529248,0.111363636363636,4
"lightgbm_best_191",20260439,"severity","Power",0.0934812362318106,0.114999760274776,0.0977272727272727,5
"lightgbm_best_191",20260439,"severity","Brand",0.0567449935585163,0.0955840573545148,0.0977272727272727,6
"lightgbm_best_191",20260439,"severity","Gas",0.0360478308223985,0.0337869750655164,0.0477272727272727,7
"lightgbm_best_191",20260439,"capped_severity","logDensity",0.232221249588339,0.208398451029121,0.233918128654971,1
"lightgbm_best_191",20260439,"capped_severity","DriverAge",0.227694130708149,0.231208859612416,0.225146198830409,2
"lightgbm_best_191",20260439,"capped_severity","Power",0.175033215003827,0.187694582112821,0.166666666666667,3
"lightgbm_best_191",20260439,"capped_severity","CarAge",0.127276897788109,0.135548236437253,0.128654970760234,4
"lightgbm_best_191",20260439,"capped_severity","Brand",0.114015372615636,0.100662231546665,0.114035087719298,5
