"fold","policies","claim_rows","observed_claims","predicted_claims","frequency_gini","frequency_mae","frequency_rmse","frequency_poisson_deviance","raw_severity_mae","raw_severity_rmse","raw_severity_gamma_deviance","capped_severity_mae","capped_severity_rmse","capped_severity_gamma_deviance","raw_pp_gini","raw_pp_mae","raw_pp_rmse","raw_pp_observed_loss_cost","raw_pp_predicted_loss_cost","raw_pp_calibration_gap","capped_pp_gini","capped_pp_mae","capped_pp_rmse","capped_pp_observed_loss_cost","capped_pp_predicted_loss_cost","capped_pp_calibration_gap","bad_prediction_count","parameter_count","frequency_aic","severity_aic","capped_severity_aic","frequency_bic","severity_bic","capped_severity_bic","max_abs_coefficient","policy_leakage_count"
1,110179,4303,4303,4311.6723579408,0.175983288360702,0.132327650490321,0.488296941978831,0.251229859100637,2116.00908993436,23502.7988835279,1.85377431635948,1232.80880089272,3313.6075269505,1.14214798353004,0.336628580771625,284.174054860567,10001.3484330702,161.710716456442,135.698298366359,-0.160857725821092,0.209120994313468,218.346484657974,2872.87923498581,114.537600613732,115.144289655143,0.0052968548158901,0,,,,,,,,,0
2,110178,4312,4312,4310.34262125361,0.177795577549735,0.132386116514216,0.470661817143122,0.250365647962128,1691.56233346357,9009.06304614772,1.66489934223577,1257.88744214441,3658.67444065895,1.26214386946205,0.0999790847133015,251.492914562435,8401.37421654798,144.925443892339,118.367044800382,-0.183255599421774,0.158177201904581,218.992613960931,2773.5852348612,120.815403835505,109.035384453711,-0.0975042834590306,0,,,,,,,,,0
3,110178,4326,4326,4309.55874574075,0.192034874450818,0.132514198496117,0.464415770665231,0.251343690784763,1682.28119279818,6525.20342321436,1.35872488073964,1180.20395354953,3051.27894063189,1.12424422161303,0.207803682059556,254.493091165863,3437.00934090207,124.963620134835,143.590701958059,0.149060036858139,0.187806428638771,213.675274532024,1953.69565468943,110.741277583998,114.274314598487,0.0319035240658968,0,,,,,,,,,0
